"station","layer","latitude","longitude","cbSeg92","state","stationGrpName","parmName","gamName","gamOption","periodName","seasonName","gamDiff.bl.mn.obs","gamDiff.cr.mn.obs","gamDiff.abs.chg.obs","gamDiff.pct.chg","gamDiff.chg.pval","dep","mapLayer"
"WT7.1","Surface",39.00764,-76.5035,"SEVMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",4.448682388,5.579942883,1.131260495,25.42911353,0.117525838,"tss","TSS|Surface|Annual"
"WT8.1","Bottom",38.9496,-76.5461,"SOUMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",9.342809236,7.674884548,-1.667924688,-17.85249645,0.243912921,"tss","TSS|Bottom|Annual"
"WT8.1","Bottom",38.9496,-76.5461,"SOUMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",11.01280914,7.674884548,-3.337924591,-30.30947462,0.022486761,"tss","TSS|Bottom|Annual"
"WT8.1","Surface",38.9496,-76.5461,"SOUMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",7.136450438,5.416049709,-1.720400729,-24.10723292,0.097910741,"tss","TSS|Surface|Annual"
"WT8.1","Surface",38.9496,-76.5461,"SOUMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",5.153223705,5.416049709,0.262826004,5.100225003,0.753224537,"tss","TSS|Surface|Annual"
"WT8.2","Bottom",38.88696,-76.5349,"RHDMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",10.19410705,9.378492017,-0.815615034,-8.000848238,0.493331712,"tss","TSS|Bottom|Annual"
"WT8.2","Bottom",38.88696,-76.5349,"RHDMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",10.02911416,9.378492017,-0.65062214,-6.487334078,0.56455859,"tss","TSS|Bottom|Annual"
"WT8.2","Surface",38.88696,-76.5349,"RHDMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",10.4642962,8.230769938,-2.233526264,-21.3442569,0.079202805,"tss","TSS|Surface|Annual"
"WT8.2","Surface",38.88696,-76.5349,"RHDMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",9.071239212,8.230769938,-0.840469274,-9.265209019,0.453059698,"tss","TSS|Surface|Annual"
"WT8.3","Bottom",38.8425,-76.5341,"WSTMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",12.33524417,11.83604736,-0.499196813,-4.046914726,0.760328942,"tss","TSS|Bottom|Annual"
"WT8.3","Bottom",38.8425,-76.5341,"WSTMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",12.01092954,11.83604736,-0.174882176,-1.456025324,0.905399913,"tss","TSS|Bottom|Annual"
"WT8.3","Surface",38.8425,-76.5341,"WSTMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"1999/00-2021/22","Annual",11.32391915,9.190562919,-2.133356233,-18.83938065,0.100240224,"tss","TSS|Surface|Annual"
"WT8.3","Surface",38.8425,-76.5341,"WSTMH","MD","Lower Western Shore","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",5,"2013/14-2021/22","Annual",9.185559652,9.190562919,0.005003267,0.054468828,0.996403835,"tss","TSS|Surface|Annual"
"WXT0001","Surface",38.78539,-76.71343,"WBRTF","MD","Patuxent River","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",4,"1999/00-2021/22","Annual",17.14794542,14.63268744,-2.515257976,-14.6679845,0.185609398,"tss","TSS|Surface|Annual"
"WXT0001","Surface",38.78539,-76.71343,"WBRTF","MD","Patuxent River","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",4,"2013/14-2021/22","Annual",14.57143082,14.63268744,0.061256618,0.420388492,0.973298445,"tss","TSS|Surface|Annual"
"XFB1986","Surface",38.69786,-77.02317,"PISTF","MD","Potomac River","Total Suspended Solids [mg/L]","Non-Linear Trend with Flow Adjustment",4,"1999/00-2021/22","Annual",16.05795813,20.10128992,4.043331786,25.17961345,0.059965619,"tss","TSS|Surface|Annual"
